Year,Month,Day,Hour,Minute,GHI,Temperature,Solar Zenith Angle,Surface Albedo,DHI,DNI
2018,8,16,9,30,969,36.2,25.96,0.23,166,885
2018,8,16,10,30,1040,37.5,37.87,0.23,161,839
2018,8,16,11,30,1034,38.3,50.66,0.23,149,762
2018,8,16,12,30,962,38.5,63.7,0.23,127,628
2018,8,16,13,30,824,38.3,76.68,0.23,85,373
2018,8,16,14,30,632,37.5,89.18,0.23,0,0
2018,8,16,15,30,405,36,101.84,0.23,0,0
2018,8,16,16,30,171,32.9,113.39,0.23,0,0
2018,8,16,17,30,0,29.4,123.63,0.23,0,0
2018,8,16,18,30,0,27.4,131.69,0.23,0,0
2018,8,16,19,30,0,26.1,136.32,0.23,0,0
2018,8,16,20,30,0,25,136.39,0.23,0,0
2018,8,16,21,30,0,24.1,131.9,0.23,0,0
2018,8,16,22,30,0,23.3,123.92,0.23,0,0
2018,8,16,23,30,0,22.7,113.73,0.23,0,0
2018,8,17,0,30,0,22.1,102.22,0.22,0,0
2018,8,17,1,30,0,21.6,89.53,0.22,0,0
2018,8,17,2,30,0,21.3,77.09,0.22,79,382
2018,8,17,3,30,0,20.9,64.12,0.22,120,633
2018,8,17,4,30,0,22.5,51.1,0.22,144,764
2018,8,17,5,30,165,25.8,38.32,0.22,160,834
2018,8,17,6,30,396,29,26.43,0.22,172,869
2018,8,17,7,30,624,31.8,17.59,0.22,184,875
2018,8,17,8,30,814,34.1,17.47,0.22,198,852
2018,8,17,9,30,950,36,26.21,0.22,216,797
2018,8,17,10,30,1018,37.4,38.08,0.22,213,736
2018,8,17,11,30,1011,38.2,50.85,0.22,192,649
2018,8,17,12,30,931,38.4,63.88,0.22,154,517
2018,8,17,13,30,792,38.1,76.87,0.22,94,283
2018,8,17,14,30,601,37.3,89.36,0.22,0,0
2018,8,17,15,30,382,35.9,102.06,0.22,0,0
2018,8,17,16,30,159,33.1,113.64,0.22,0,0
2018,8,17,17,30,0,30,123.91,0.22,0,0
2018,8,17,18,30,0,28,132,0.22,0,0
2018,8,17,19,30,0,26.7,136.64,0.22,0,0
2018,8,17,20,30,0,25.7,136.7,0.22,0,0
2018,8,17,21,30,0,24.8,132.16,0.22,0,0
2018,8,17,22,30,0,23.8,124.14,0.22,0,0
2018,8,17,23,30,0,23,113.91,0.22,0,0
2018,8,18,0,30,0,22.2,102.36,0.23,0,0
2018,8,18,1,30,0,21.4,89.63,0.23,0,0
2018,8,18,2,30,0,21.1,77.19,0.23,63,514
2018,8,18,3,30,0,20.7,64.22,0.23,92,741
2018,8,18,4,30,0,22.7,51.2,0.23,115,840
2018,8,18,5,30,177,26.5,38.44,0.23,134,888
2018,8,18,6,30,415,29.9,26.6,0.23,153,901
2018,8,18,7,30,641,32.6,17.86,0.23,167,904
2018,8,18,8,30,829,34.6,17.79,0.23,175,892
2018,8,18,9,30,959,36.2,26.46,0.23,177,864
2018,8,18,10,30,1027,37.3,38.29,0.23,172,816
2018,8,18,11,30,1024,38,51.05,0.23,158,737
2018,8,18,12,30,951,38.1,64.07,0.23,132,602
2018,8,18,13,30,812,37.8,77.07,0.23,86,345
2018,8,18,14,30,621,37,89.55,0.23,0,0
2018,8,18,15,30,395,35.6,102.29,0.23,0,0
2018,8,18,16,30,163,32.6,113.89,0.23,0,0
2018,8,18,17,30,0,29.3,124.19,0.23,0,0
2018,8,18,18,30,0,27.4,132.31,0.23,0,0
2018,8,18,19,30,0,26.2,136.97,0.23,0,0
2018,8,18,20,30,0,25.2,137.01,0.23,0,0
2018,8,18,21,30,0,24.3,132.42,0.23,0,0
2018,8,18,22,30,0,23.4,124.35,0.23,0,0
2018,8,18,23,30,0,22.5,114.08,0.23,0,0
2018,8,19,0,30,0,21.7,102.5,0.22,0,0
2018,8,19,1,30,0,20.9,89.73,0.22,0,0
2018,8,19,2,30,0,20.6,77.29,0.22,67,482
2018,8,19,3,30,0,20.1,64.32,0.22,94,734
2018,8,19,4,30,0,22.1,51.31,0.22,108,855
2018,8,19,5,30,173,26,38.57,0.22,116,926
2018,8,19,6,30,412,29.6,26.77,0.22,120,961
2018,8,19,7,30,643,32.6,18.14,0.22,122,977
2018,8,19,8,30,840,34.9,18.11,0.22,122,978
2018,8,19,9,30,979,36.6,26.72,0.22,123,964
2018,8,19,10,30,1051,37.8,38.51,0.22,119,928
2018,8,19,11,30,1052,38.5,51.25,0.22,110,856
2018,8,19,12,30,984,38.8,64.27,0.22,95,739
2018,8,19,13,30,845,38.6,77.27,0.22,66,496
2018,8,19,14,30,646,37.8,89.74,0.22,0,0
2018,8,19,15,30,415,36.5,102.52,0.22,0,0
2018,8,19,16,30,176,33,114.14,0.22,0,0
2018,8,19,17,30,0,29.3,124.48,0.22,0,0
2018,8,19,18,30,0,27.6,132.63,0.22,0,0
2018,8,19,19,30,0,26.5,137.3,0.22,0,0
2018,8,19,20,30,0,25.6,137.32,0.22,0,0
2018,8,19,21,30,0,24.8,132.69,0.22,0,0
2018,8,19,22,30,0,23.9,124.57,0.22,0,0
2018,8,19,23,30,0,23,114.25,0.22,0,0
2018,8,20,0,30,0,22,102.63,0.22,0,0
2018,8,20,1,30,0,21.4,89.84,0.22,0,0
2018,8,20,2,30,0,21.2,77.4,0.22,55,587
2018,8,20,3,30,0,21,64.41,0.22,81,794
2018,8,20,4,30,0,23.3,51.41,0.22,101,885
2018,8,20,5,30,183,27.8,38.69,0.22,118,922
2018,8,20,6,30,424,31.5,26.95,0.22,136,937
2018,8,20,7,30,653,34.3,18.43,0.22,152,934
2018,8,20,8,30,837,36.3,18.44,0.22,163,917
2018,8,20,9,30,971,37.8,26.98,0.22,166,888
2018,8,20,10,30,1038,38.8,38.73,0.22,159,845
2018,8,20,11,30,1033,39.3,51.45,0.22,142,778
2018,8,20,12,30,957,39.4,64.47,0.22,115,659
2018,8,20,13,30,818,39.1,77.47,0.22,75,416
2018,8,20,14,30,627,38.3,89.93,0.22,0,0
2018,8,20,15,30,400,36.9,102.75,0.22,0,0
2018,8,20,16,30,165,33.6,114.4,0.22,0,0
2018,8,20,17,30,0,30.1,124.77,0.22,0,0
2018,8,20,18,30,0,28.6,132.95,0.22,0,0
2018,8,20,19,30,0,27.4,137.63,0.22,0,0
2018,8,20,20,30,0,26.2,137.64,0.22,0,0
2018,8,20,21,30,0,24.8,132.96,0.22,0,0
2018,8,20,22,30,0,23.6,124.78,0.22,0,0
2018,8,20,23,30,0,22.4,114.42,0.22,0,0
2018,8,21,0,30,0,21.2,102.77,0.22,0,0
2018,8,21,1,30,0,20.3,89.93,0.22,0,0
2018,8,21,2,30,0,20.1,77.5,0.22,79,356
2018,8,21,3,30,0,19.5,64.51,0.22,123,612
2018,8,21,4,30,0,20.6,51.51,0.22,152,741
2018,8,21,5,30,156,23,38.82,0.22,175,804
2018,8,21,6,30,386,25.5,27.14,0.22,196,829
2018,8,21,7,30,613,28.4,18.72,0.22,213,825
2018,8,21,8,30,801,31.3,18.77,0.22,230,799
2018,8,21,9,30,933,33.9,27.25,0.22,243,747
2018,8,21,10,30,995,35.7,38.96,0.22,234,688
2018,8,21,11,30,987,36.6,51.66,0.22,207,599
2018,8,21,12,30,907,36.9,64.68,0.22,161,464
2018,8,21,13,30,769,36.6,77.68,0.22,92,227
2018,8,21,14,30,579,35.8,90.12,0.22,0,0
2018,8,21,15,30,360,34.4,102.99,0.22,0,0
2018,8,21,16,30,140,31.8,114.66,0.22,0,0
2018,8,21,17,30,0,28.7,125.06,0.22,0,0
2018,8,21,18,30,0,26.8,133.27,0.22,0,0
2018,8,21,19,30,0,25.5,137.97,0.22,0,0
2018,8,21,20,30,0,24.3,137.95,0.22,0,0
2018,8,21,21,30,0,23.1,133.22,0.22,0,0
2018,8,21,22,30,0,21.9,124.99,0.22,0,0
2018,8,21,23,30,0,20.9,114.59,0.22,0,0
2018,8,22,0,30,0,20.2,102.91,0.23,0,0
2018,8,22,1,30,0,19.7,90.03,0.23,0,0
2018,8,22,2,30,0,19.4,77.6,0.23,67,455
2018,8,22,3,30,0,18.8,64.61,0.23,96,708
2018,8,22,4,30,0,19.7,51.62,0.23,115,829
2018,8,22,5,30,164,22.1,38.95,0.23,131,886
2018,8,22,6,30,400,24.7,27.32,0.23,149,910
2018,8,22,7,30,630,27.6,19.01,0.23,160,917
2018,8,22,8,30,821,30.4,19.11,0.23,164,910
2018,8,22,9,30,958,32.5,27.53,0.23,162,890
2018,8,22,10,30,1026,34,39.19,0.23,152,850
2018,8,22,11,30,1024,34.9,51.88,0.23,137,782
2018,8,22,12,30,950,35.3,64.88,0.23,113,655
2018,8,22,13,30,812,35.1,77.89,0.23,73,395
2018,8,22,14,30,619,34.4,90.3,0.23,0,0
2018,8,22,15,30,391,33,103.23,0.23,0,0
2018,8,22,16,30,156,30.1,114.93,0.23,0,0
2018,8,22,17,30,0,26.8,125.36,0.23,0,0
2018,8,22,18,30,0,24.5,133.6,0.23,0,0
2018,8,22,19,30,0,22.9,138.31,0.23,0,0
2018,8,22,20,30,0,21.6,138.27,0.23,0,0
2018,8,22,21,30,0,20.3,133.49,0.23,0,0
2018,8,22,22,30,0,19.1,125.21,0.23,0,0
2018,8,22,23,30,0,18,114.76,0.23,0,0
2018,8,23,0,30,0,17.1,103.05,0.23,0,0
2018,8,23,1,30,0,16.4,90.13,0.23,0,0
2018,8,23,2,30,0,16,77.7,0.23,54,594
2018,8,23,3,30,0,15.6,64.71,0.23,77,828
2018,8,23,4,30,0,17.3,51.72,0.23,92,926
2018,8,23,5,30,180,20.8,39.08,0.23,105,973
2018,8,23,6,30,431,24.2,27.51,0.23,117,991
2018,8,23,7,30,665,27.5,19.3,0.23,125,998
2018,8,23,8,30,860,30.2,19.44,0.23,130,990
2018,8,23,9,30,997,32.1,27.81,0.23,132,967
2018,8,23,10,30,1067,33.5,39.43,0.23,129,926
2018,8,23,11,30,1063,34.4,52.09,0.23,120,853
2018,8,23,12,30,988,34.7,65.09,0.23,104,719
2018,8,23,13,30,844,34.3,78.1,0.23,70,446
2018,8,23,14,30,644,33.3,91.02,0.23,0,0
2018,8,23,15,30,406,31.5,103.48,0.23,0,0
2018,8,23,16,30,162,28.1,115.2,0.23,0,0
2018,8,23,17,30,0,24.4,125.65,0.23,0,0
2018,8,23,18,30,0,22.4,133.93,0.23,0,0
2018,8,23,19,30,0,21.2,138.66,0.23,0,0
2018,8,23,20,30,0,20.3,138.6,0.23,0,0
2018,8,23,21,30,0,19.3,133.76,0.23,0,0
2018,8,23,22,30,0,18.3,125.42,0.23,0,0
2018,8,23,23,30,0,17.3,114.93,0.23,0,0
2018,8,24,0,30,0,16.7,103.19,0.23,0,0
2018,8,24,1,30,0,16.3,90.23,0.23,0,0
2018,8,24,2,30,0,16.1,77.8,0.23,57,562
2018,8,24,3,30,0,15.9,64.8,0.23,86,779
2018,8,24,4,30,0,17.5,51.83,0.23,113,863
2018,8,24,5,30,176,20.5,39.21,0.23,140,896
2018,8,24,6,30,418,23.5,27.7,0.23,170,889
2018,8,24,7,30,646,26.4,19.6,0.23,190,876
2018,8,24,8,30,834,29.1,19.79,0.23,202,858
2018,8,24,9,30,957,31.4,28.09,0.23,201,824
2018,8,24,10,30,1016,33,39.67,0.23,188,777
2018,8,24,11,30,1009,34,52.32,0.23,163,707
2018,8,24,12,30,928,34.3,65.31,0.23,177,155
2018,8,24,13,30,785,34.1,78.32,0.23,78,323
2018,8,24,14,30,595,33.2,91.25,0.23,0,0
2018,8,24,15,30,242,31.7,103.72,0.23,0,0
2018,8,24,16,30,144,29,115.47,0.23,0,0
2018,8,24,17,30,0,26.4,125.96,0.23,0,0
2018,8,24,18,30,0,24.7,134.26,0.23,0,0
2018,8,24,19,30,0,23.5,139.01,0.23,0,0
2018,8,24,20,30,0,22.4,138.92,0.23,0,0
2018,8,24,21,30,0,21.5,134.04,0.23,0,0
2018,8,24,22,30,0,20.5,125.64,0.23,0,0
2018,8,24,23,30,0,19.5,115.1,0.23,0,0
2018,8,25,0,30,0,18.6,103.32,0.23,0,0
2018,8,25,1,30,0,17.9,90.84,0.23,0,0
2018,8,25,2,30,0,17.6,77.91,0.23,52,601
2018,8,25,3,30,0,16.8,64.9,0.23,78,808
2018,8,25,4,30,0,17.9,51.94,0.23,101,891
2018,8,25,5,30,177,20.7,39.34,0.23,123,926
2018,8,25,6,30,421,23.6,27.9,0.23,148,932
2018,8,25,7,30,650,26.5,19.91,0.23,162,932
2018,8,25,8,30,839,29.1,20.13,0.23,169,920
2018,8,25,9,30,971,31.1,28.38,0.23,169,895
2018,8,25,10,30,1038,32.6,39.91,0.23,163,846
2018,8,25,11,30,1033,33.4,52.54,0.23,151,763
2018,8,25,12,30,956,33.7,65.53,0.23,125,620
2018,8,25,13,30,812,33.5,78.54,0.23,77,339
2018,8,25,14,30,615,32.8,91.48,0.23,0,0
2018,8,25,15,30,382,31.5,103.97,0.23,0,0
2018,8,25,16,30,144,28.4,115.74,0.23,0,0
2018,8,25,17,30,0,25.2,126.26,0.23,0,0
2018,8,25,18,30,0,23.6,134.6,0.23,0,0
2018,8,25,19,30,0,22.8,139.36,0.23,0,0
2018,8,25,20,30,0,22,139.25,0.23,0,0
2018,8,25,21,30,0,21.3,134.31,0.23,0,0
2018,8,25,22,30,0,20.5,125.85,0.23,0,0
2018,8,25,23,30,0,19.9,115.27,0.23,0,0
2018,8,26,0,30,0,19.4,103.46,0.23,0,0
2018,8,26,1,30,0,19.1,90.95,0.23,0,0
2018,8,26,2,30,0,18.9,78.01,0.23,70,384
2018,8,26,3,30,0,18.5,65,0.23,109,646
2018,8,26,4,30,0,19.8,52.04,0.23,131,772
2018,8,26,5,30,150,22.9,39.48,0.23,149,839
2018,8,26,6,30,381,25.8,28.1,0.23,164,868
2018,8,26,7,30,606,28.2,20.21,0.23,174,877
2018,8,26,8,30,796,30.3,20.48,0.23,176,872
2018,8,26,9,30,929,31.8,28.67,0.23,174,849
2018,8,26,10,30,997,32.8,40.16,0.23,165,803
2018,8,26,11,30,994,33.4,52.77,0.23,150,716
2018,8,26,12,30,919,33.7,65.75,0.23,127,564
2018,8,26,13,30,779,33.5,78.77,0.23,78,272
2018,8,26,14,30,584,32.8,91.72,0.23,0,0
2018,8,26,15,30,358,31.5,104.22,0.23,0,0
2018,8,26,16,30,131,28.9,116.02,0.23,0,0
2018,8,26,17,30,0,26.1,126.57,0.23,0,0
2018,8,26,18,30,0,24,134.94,0.23,0,0
2018,8,26,19,30,0,22.4,139.71,0.23,0,0
2018,8,26,20,30,0,21.2,139.58,0.23,0,0
2018,8,26,21,30,0,20.1,134.58,0.23,0,0
2018,8,26,22,30,0,19,126.07,0.23,0,0
2018,8,26,23,30,0,17.9,115.44,0.23,0,0
2018,8,27,0,30,0,17.1,103.6,0.23,0,0
2018,8,27,1,30,0,16.4,91.07,0.23,0,0
2018,8,27,2,30,0,16.1,78.11,0.23,54,565
2018,8,27,3,30,0,15.5,65.1,0.23,78,806
2018,8,27,4,30,0,17.2,52.16,0.23,94,906
2018,8,27,5,30,170,20.6,39.62,0.23,108,954
2018,8,27,6,30,417,23.9,28.3,0.23,118,978
2018,8,27,7,30,650,27,20.52,0.23,127,985
2018,8,27,8,30,843,29.5,20.83,0.23,133,974
2018,8,27,9,30,979,31.3,28.97,0.23,139,944
2018,8,27,10,30,1049,32.7,40.42,0.23,140,889
2018,8,27,11,30,1044,33.4,53,0.23,133,800
2018,8,27,12,30,965,33.6,65.98,0.23,115,651
2018,8,27,13,30,817,33.3,78.99,0.23,72,360
2018,8,27,14,30,615,32.4,91.96,0.23,0,0
2018,8,27,15,30,379,30.8,104.48,0.23,0,0
2018,8,27,16,30,141,27.5,116.3,0.23,0,0
2018,8,27,17,30,0,23.9,126.88,0.23,0,0
2018,8,27,18,30,0,22.1,135.28,0.23,0,0
2018,8,27,19,30,0,21,140.07,0.23,0,0
2018,8,27,20,30,0,20,139.91,0.23,0,0
2018,8,27,21,30,0,19.1,134.86,0.23,0,0
2018,8,27,22,30,0,18.4,126.28,0.23,0,0
2018,8,27,23,30,0,17.7,115.61,0.23,0,0
2018,8,28,0,30,0,17.1,103.73,0.23,0,0
2018,8,28,1,30,0,16.5,91.18,0.23,0,0
2018,8,28,2,30,0,16.2,78.21,0.23,60,506
2018,8,28,3,30,0,15.8,65.21,0.23,90,748
2018,8,28,4,30,0,17.7,52.27,0.23,110,859
2018,8,28,5,30,163,21.5,39.76,0.23,123,918
2018,8,28,6,30,404,24.8,28.51,0.23,132,949
2018,8,28,7,30,635,27.7,20.84,0.23,139,967
2018,8,28,8,30,829,30.5,21.19,0.23,143,959
2018,8,28,9,30,966,32.7,29.27,0.23,146,932
2018,8,28,10,30,1042,34.1,40.68,0.23,143,884
2018,8,28,11,30,1038,34.8,53.24,0.23,132,805
2018,8,28,12,30,959,34.9,66.21,0.23,109,667
2018,8,28,13,30,814,34.5,79.22,0.23,67,389
2018,8,28,14,30,613,33.5,92.2,0.23,0,0
2018,8,28,15,30,378,31.9,104.74,0.23,0,0
2018,8,28,16,30,140,28.7,116.58,0.23,0,0
2018,8,28,17,30,0,26.1,127.2,0.23,0,0
2018,8,28,18,30,0,25.3,135.63,0.23,0,0
2018,8,28,19,30,0,24,140.43,0.23,0,0
2018,8,28,20,30,0,22.3,140.24,0.23,0,0
2018,8,28,21,30,0,21,135.13,0.23,0,0
2018,8,28,22,30,0,20.2,126.5,0.23,0,0
2018,8,28,23,30,0,19.5,115.77,0.23,0,0
2018,8,29,0,30,0,18.8,103.87,0.23,0,0
2018,8,29,1,30,0,18.1,91.3,0.23,0,0
2018,8,29,2,30,0,17.8,78.32,0.23,57,506
2018,8,29,3,30,0,17.4,65.31,0.23,87,745
2018,8,29,4,30,0,19.2,52.38,0.23,109,849
2018,8,29,5,30,160,22.8,39.91,0.23,127,899
2018,8,29,6,30,398,26.4,28.72,0.23,146,908
2018,8,29,7,30,627,29.6,21.15,0.23,162,906
2018,8,29,8,30,816,32.1,21.55,0.23,176,884
2018,8,29,9,30,943,33.9,29.58,0.23,181,842
2018,8,29,10,30,1007,35.2,40.94,0.23,177,785
2018,8,29,11,30,998,35.9,53.48,0.23,160,698
2018,8,29,12,30,914,36,66.44,0.23,128,551
2018,8,29,13,30,770,35.7,79.46,0.23,73,264
2018,8,29,14,30,575,34.8,92.44,0.23,0,0
2018,8,29,15,30,348,33.3,105,0.23,0,0
2018,8,29,16,30,122,30.5,116.87,0.23,0,0
2018,8,29,17,30,0,27.7,127.51,0.23,0,0
2018,8,29,18,30,0,26,135.98,0.23,0,0
2018,8,29,19,30,0,24.8,140.79,0.23,0,0
2018,8,29,20,30,0,23.8,140.58,0.23,0,0
2018,8,29,21,30,0,22.5,135.4,0.23,0,0
2018,8,29,22,30,0,21.3,126.71,0.23,0,0
2018,8,29,23,30,0,20.5,115.94,0.23,0,0
2018,8,30,0,30,0,19.9,104,0.23,0,0
2018,8,30,1,30,0,19.4,91.41,0.23,0,0
2018,8,30,2,30,0,19.1,78.42,0.23,53,538
2018,8,30,3,30,0,18.3,65.41,0.23,80,768
2018,8,30,4,30,0,19.4,52.5,0.23,102,867
2018,8,30,5,30,161,22,40.05,0.23,123,909
2018,8,30,6,30,400,24.8,28.93,0.23,139,928
2018,8,30,7,30,630,27.6,21.47,0.23,151,933
2018,8,30,8,30,819,30,21.91,0.23,153,927
2018,8,30,9,30,951,31.9,29.89,0.23,149,915
2018,8,30,10,30,1019,33.1,41.21,0.23,139,878
2018,8,30,11,30,1013,33.7,53.73,0.23,124,806
2018,8,30,12,30,942,33.8,66.67,0.23,102,672
2018,8,30,13,30,799,33.4,79.69,0.23,62,385
2018,8,30,14,30,601,32.4,92.69,0.23,0,0
2018,8,30,15,30,368,30.8,105.26,0.23,0,0
2018,8,30,16,30,131,27.5,117.16,0.23,0,0
2018,8,30,17,30,0,24.1,127.83,0.23,0,0
2018,8,30,18,30,0,22.2,136.33,0.23,0,0
2018,8,30,19,30,0,21,141.16,0.23,0,0
2018,8,30,20,30,0,19.8,140.91,0.23,0,0
2018,8,30,21,30,0,18.7,135.68,0.23,0,0
2018,8,30,22,30,0,17.8,126.93,0.23,0,0
2018,8,30,23,30,0,16.8,116.11,0.23,0,0
2018,8,31,0,30,0,15.8,104.14,0.23,0,0
2018,8,31,1,30,0,14.9,91.53,0.23,0,0
2018,8,31,2,30,0,14.5,78.52,0.23,51,590
2018,8,31,3,30,0,13.7,65.51,0.23,76,821
2018,8,31,4,30,0,15.1,52.61,0.23,92,920
2018,8,31,5,30,169,18.3,40.2,0.23,107,966
2018,8,31,6,30,416,21.5,29.15,0.23,119,987
2018,8,31,7,30,651,24.4,21.8,0.23,129,991
2018,8,31,8,30,845,27.1,22.27,0.23,135,981
2018,8,31,9,30,981,29.5,30.2,0.23,136,955
2018,8,31,10,30,1049,31.2,41.48,0.23,132,909
2018,8,31,11,30,1042,32.1,53.97,0.23,123,829
2018,8,31,12,30,962,32.6,66.91,0.23,103,684
2018,8,31,13,30,813,32.4,79.93,0.23,63,374
2018,8,31,14,30,611,31.5,92.94,0.23,0,0
2018,8,31,15,30,371,29.8,105.53,0.23,0,0
2018,8,31,16,30,128,26.3,117.45,0.23,0,0
2018,8,31,17,30,0,22.8,128.15,0.23,0,0
2018,8,31,18,30,0,20.8,136.69,0.23,0,0
2018,8,31,19,30,0,19.6,141.53,0.23,0,0
2018,8,31,20,30,0,18.7,141.25,0.23,0,0
2018,8,31,21,30,0,17.8,135.95,0.23,0,0
2018,8,31,22,30,0,16.7,127.14,0.23,0,0
2018,8,31,23,30,0,15.5,116.28,0.23,0,0
2018,9,1,0,30,0,14.6,104.27,0.22,0,0
2018,9,1,1,30,0,13.8,91.64,0.22,0,0
2018,9,1,2,30,0,13.5,78.63,0.22,52,579
2018,9,1,3,30,0,12.7,65.62,0.22,78,826
2018,9,1,4,30,0,14.3,52.73,0.22,96,925
2018,9,1,5,30,166,17.9,40.35,0.22,111,973
2018,9,1,6,30,419,21.2,29.37,0.22,122,995
2018,9,1,7,30,656,24.1,22.12,0.22,132,998
2018,9,1,8,30,852,26.8,22.64,0.22,141,984
2018,9,1,9,30,989,28.9,30.52,0.22,147,936
2018,9,1,10,30,1057,30.3,41.75,0.22,145,883
2018,9,1,11,30,1050,31.2,54.22,0.22,134,797
2018,9,1,12,30,954,31.5,67.15,0.22,111,644
2018,9,1,13,30,804,31.3,80.17,0.22,67,328
2018,9,1,14,30,600,30.5,93.19,0.22,0,0
2018,9,1,15,30,361,28.9,105.79,0.22,0,0
2018,9,1,16,30,123,25.3,117.74,0.22,0,0
2018,9,1,17,30,0,21.7,128.48,0.22,0,0
2018,9,1,18,30,0,20,137.04,0.22,0,0
2018,9,1,19,30,0,18.8,141.9,0.22,0,0
2018,9,1,20,30,0,17.7,141.59,0.22,0,0
2018,9,1,21,30,0,16.7,136.23,0.22,0,0
2018,9,1,22,30,0,15.7,127.35,0.22,0,0
2018,9,1,23,30,0,14.8,116.44,0.22,0,0
2018,9,2,0,30,0,14,104.41,0.24,0,0
2018,9,2,1,30,0,13.4,91.76,0.24,0,0
2018,9,2,2,30,0,13.1,78.73,0.24,63,462
2018,9,2,3,30,0,12.3,65.72,0.24,97,724
2018,9,2,4,30,0,13.5,52.85,0.24,120,840
2018,9,2,5,30,153,16.3,40.51,0.24,138,898
2018,9,2,6,30,395,19.4,29.59,0.24,149,929
2018,9,2,7,30,627,22.5,22.45,0.24,155,941
2018,9,2,8,30,820,25.7,23.01,0.24,158,936
2018,9,2,9,30,957,28.3,30.84,0.24,162,904
2018,9,2,10,30,1025,29.9,42.03,0.24,154,858
2018,9,2,11,30,1019,30.8,54.48,0.24,136,774
2018,9,2,12,30,938,31.2,67.4,0.24,109,632
2018,9,2,13,30,791,31.1,80.41,0.24,63,328
2018,9,2,14,30,586,30.3,93.44,0.24,0,0
2018,9,2,15,30,352,28.7,106.06,0.24,0,0
2018,9,2,16,30,118,25.4,118.03,0.24,0,0
2018,9,2,17,30,0,22,128.8,0.24,0,0
2018,9,2,18,30,0,20.1,137.4,0.24,0,0
2018,9,2,19,30,0,18.8,142.27,0.24,0,0
2018,9,2,20,30,0,17.8,141.93,0.24,0,0
2018,9,2,21,30,0,16.8,136.51,0.24,0,0
2018,9,2,22,30,0,15.6,127.57,0.24,0,0
2018,9,2,23,30,0,14.6,116.61,0.24,0,0
2018,9,3,0,30,0,13.7,104.54,0.24,0,0
2018,9,3,1,30,0,12.9,91.87,0.24,0,0
2018,9,3,2,30,0,12.6,78.83,0.24,62,463
2018,9,3,3,30,0,12,65.83,0.24,93,731
2018,9,3,4,30,0,13.5,52.97,0.24,113,858
2018,9,3,5,30,151,16.7,40.67,0.24,127,919
2018,9,3,6,30,393,20.3,29.82,0.24,143,940
2018,9,3,7,30,629,23.8,22.79,0.24,152,948
2018,9,3,8,30,823,26.5,23.38,0.24,157,938
2018,9,3,9,30,959,28.5,31.17,0.24,159,909
2018,9,3,10,30,1026,29.9,42.31,0.24,153,858
2018,9,3,11,30,1018,30.8,54.73,0.24,139,772
2018,9,3,12,30,936,31.2,67.64,0.24,114,617
2018,9,3,13,30,788,30.9,80.66,0.24,65,291
2018,9,3,14,30,585,30.1,93.7,0.24,0,0
2018,9,3,15,30,348,28.4,106.33,0.24,0,0
2018,9,3,16,30,112,24.8,118.32,0.24,0,0
2018,9,3,17,30,0,21.1,129.13,0.24,0,0
2018,9,3,18,30,0,19.3,137.76,0.24,0,0
2018,9,3,19,30,0,18.1,142.64,0.24,0,0
2018,9,3,20,30,0,17.4,142.27,0.24,0,0
2018,9,3,21,30,0,16.6,136.78,0.24,0,0
2018,9,3,22,30,0,15.5,127.78,0.24,0,0
2018,9,3,23,30,0,14.6,116.77,0.24,0,0
2018,9,4,0,30,0,14.3,104.67,0.22,0,0
2018,9,4,1,30,0,14.3,91.98,0.22,0,0
2018,9,4,2,30,0,14.4,78.94,0.22,72,367
2018,9,4,3,30,0,14.6,65.94,0.22,117,647
2018,9,4,4,30,0,15.9,53.09,0.22,141,786
2018,9,4,5,30,142,19.2,40.83,0.22,154,865
2018,9,4,6,30,380,23.2,30.05,0.22,162,907
2018,9,4,7,30,613,26.3,23.12,0.22,169,919
2018,9,4,8,30,808,28.6,23.76,0.22,173,910
2018,9,4,9,30,947,30.4,31.49,0.22,170,887
2018,9,4,10,30,1014,31.7,42.59,0.22,159,844
2018,9,4,11,30,1006,32.4,54.99,0.22,140,765
2018,9,4,12,30,926,32.6,67.89,0.22,113,612
2018,9,4,13,30,780,32.3,80.9,0.22,64,275
2018,9,4,14,30,579,31.4,93.95,0.22,0,0
2018,9,4,15,30,343,29.5,106.6,0.22,0,0
2018,9,4,16,30,108,25.6,118.62,0.22,0,0
2018,9,4,17,30,0,22.3,129.46,0.22,0,0
2018,9,4,18,30,0,21.4,138.13,0.22,0,0
2018,9,4,19,30,0,20.9,143.02,0.22,0,0
2018,9,4,20,30,0,20.1,142.61,0.22,0,0
2018,9,4,21,30,0,19.3,137.06,0.22,0,0
2018,9,4,22,30,0,18.5,127.99,0.22,0,0
2018,9,4,23,30,0,17.7,116.94,0.22,0,0
2018,9,5,0,30,0,17.2,104.8,0.22,0,0
2018,9,5,1,30,0,17.1,92.1,0.22,0,0
2018,9,5,2,30,0,17.1,79.04,0.22,78,280
2018,9,5,3,30,0,17.3,66.05,0.22,131,562
2018,9,5,4,30,0,18.3,53.22,0.22,163,711
2018,9,5,5,30,131,21.1,40.99,0.22,181,793
2018,9,5,6,30,359,24.5,30.29,0.22,192,837
2018,9,5,7,30,588,27.3,23.46,0.22,199,853
2018,9,5,8,30,780,29.5,24.13,0.22,203,844
2018,9,5,9,30,915,31.3,31.83,0.22,204,810
2018,9,5,10,30,982,32.5,42.88,0.22,195,751
